Arrangement Type,Unit Price,Quantity,Total Price,Cost,Labor
Small Arrangement,$25.00 ,6,$150.00 ,$37.50 ,$22.50 
Small Arrangement,$25.00 ,6,$150.00 ,$37.50 ,$22.50 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Boutonniere,$30.00 ,5,$150.00 ,$37.50 ,$15.00 
Bridesmaid Bouquet,$50.00 ,3,$150.00 ,$37.50 ,$15.00 
Bridesmaid Bouquet,$50.00 ,3,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Small Arrangement,$75.00 ,2,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Bridal Bouquet,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Cake Meadow,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Medium Arrangement,$150.00 ,1,$150.00 ,$37.50 ,$15.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Boutonniere,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bud Vase,$20.00 ,8,$160.00 ,$40.00 ,$24.00 
Bridesmaid Bouquet,$80.00 ,2,$160.00 ,$40.00 ,$16.00 
Bridesmaid Bouquet,$80.00 ,2,$160.00 ,$40.00 ,$16.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Boutonniere,$15.00 ,11,$165.00 ,$41.25 ,$33.00 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$55.00 ,3,$165.00 ,$41.25 ,$16.50 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Small Arrangement,$25.00 ,7,$175.00 ,$43.75 ,$26.25 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Flower Cloud,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Medium Arrangement,$175.00 ,1,$175.00 ,$43.75 ,$17.50 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Bud Vase,$20.00 ,9,$180.00 ,$45.00 ,$27.00 
Boutonniere,$30.00 ,6,$180.00 ,$45.00 ,$27.00 
Boutonniere,$30.00 ,6,$180.00 ,$45.00 ,$27.00 
Bridesmaid Bouquet,$60.00 ,3,$180.00 ,$45.00 ,$18.00 
Bridesmaid Bouquet,$60.00 ,3,$180.00 ,$45.00 ,$18.00 
Boutonniere,$15.00 ,13,$195.00 ,$48.75 ,$39.00 
Boutonniere,$15.00 ,13,$195.00 ,$48.75 ,$39.00 
Bud Vase,$20.00 ,10,$200.00 ,$50.00 ,$40.00 
Bud Vase,$20.00 ,10,$200.00 ,$50.00 ,$40.00 
Bud Vase,$20.00 ,10,$200.00 ,$50.00 ,$40.00 
Bud Vase,$20.00 ,10,$200.00 ,$50.00 ,$40.00 
Small Arrangement,$25.00 ,8,$200.00 ,$50.00 ,$30.00 
Small Arrangement,$25.00 ,8,$200.00 ,$50.00 ,$30.00 
Bridesmaid Bouquet,$50.00 ,4,$200.00 ,$50.00 ,$20.00 
Bridesmaid Bouquet,$50.00 ,4,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$100.00 ,2,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$100.00 ,2,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$100.00 ,2,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$100.00 ,2,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridal Bouquet,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Cake Meadow,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Arch,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Flower Cloud,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Large Arrangement,$200.00 ,1,$200.00 ,$50.00 ,$20.00 
Bridesmaid Bouquet,$70.00 ,3,$210.00 ,$52.50 ,$21.00 
Bridesmaid Bouquet,$70.00 ,3,$210.00 ,$52.50 ,$21.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Small Arrangement,$55.00 ,4,$220.00 ,$55.00 ,$22.00 
Bridesmaid Bouquet,$110.00 ,2,$220.00 ,$55.00 ,$22.00 
Bridesmaid Bouquet,$110.00 ,2,$220.00 ,$55.00 ,$22.00 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Small Arrangement,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Small Arrangement,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Boutonniere,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Small Arrangement,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Small Arrangement,$25.00 ,9,$225.00 ,$56.25 ,$33.75 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Small Arrangement,$75.00 ,3,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Flower Cloud,$225.00 ,1,$225.00 ,$56.25 ,$22.50 
Bud Vase,$20.00 ,12,$240.00 ,$60.00 ,$48.00 
Bud Vase,$20.00 ,12,$240.00 ,$60.00 ,$48.00 
Bridesmaid Bouquet,$60.00 ,4,$240.00 ,$60.00 ,$24.00 
Bridesmaid Bouquet,$60.00 ,4,$240.00 ,$60.00 ,$24.00 
Boutonniere,$25.00 ,10,$250.00 ,$62.50 ,$50.00 
Boutonniere,$25.00 ,10,$250.00 ,$62.50 ,$50.00 
Bridesmaid Bouquet,$50.00 ,5,$250.00 ,$62.50 ,$25.00 
Bridesmaid Bouquet,$50.00 ,5,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Medium Arrangement,$125.00 ,2,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Flower Cloud,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Bridal Bouquet,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
Cake Meadow,$250.00 ,1,$250.00 ,$62.50 ,$25.00 
